the_geom,cartodb_id,date_created_aest,spot_id,longitude,latitude,spot_name,spot_type,user_perspective,safe_category,unsafe_category,description,cycling_stress_rating,time_of_day,frequency,video_embed,rider_type,gender_description,submitter_name,image_attachment,no_of_comments,no_of_likes,activity,comment_1,comment_2,comment_3,comment_4,comment_5,comment_6,comment_7,comment_8,comment_9,comment_10,comment_11,comment_12,comment_13,comment_14,comment_15,comment_16,comment_17,comment_18
0101000020E61000003860FCD9F41E624048034F8CF2E742C0,4075,2020-05-20 18:38:00+00,396110,144.9673891,-37.81208948,Little Bourke Street,Unsafe Spot,cycling,N/A,No bicycle lanes,There should be a bike lane going against the traffic. There is no easy way to go east from the CBD that has a continuous bike lane all the way and having one on little Bourke could change that without affecting traffic!,3,not relevant,daily,,very confident,,Knobby,,0,2,2,,,,,,,,,,,,,,,,,,
0101000020E610000036296096D1086240C8A53B99495A42C0,4076,2020-05-20 18:55:00+00,396119,144.2755844,-36.70537105,"Simpsons Road, Eaglehawk, Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,There are no bike lanes. One end of Simpson's Rd also has gravel shoulder which are unsafe for bikes if you have passing cars.,2,anytime,once fortnight,,somewhat confident,,Jen,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000153D4BEB4A1C6240742A74B99CE642C0,4077,2020-05-20 19:17:00+00,396144,144.8841454,-37.80165785,West Footscray Station,Unsafe Spot,cycling,N/A,No bicycle lanes,"This has been ""cyclists dismount"" for months. Why are builders allowed to close bicycle routes, seemingly on a whim? Close a road and you could expect a call from Neil Mitchell on day 3, let alone for 6 months.",1,anytime,daily,,very confident,,Richard,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000F623EAAA251D6240A47DFF2862DF42C0,4078,2020-05-20 21:36:00+00,396279,144.9108481,-37.74518311,"Mount Alexander Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"There is no safe link from
Keilor Rd to Mount  Alexander Road. Separate Bike lanes just disappear. This whole precinct is not bike friendly at all. Vicroads will probably do
Absolutely nothing with all this data. Such a lazy government body with no value. Charge us registrations and give back nothing.",1,anytime,daily,,somewhat confident,,,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E61000007D5C1B2A861E62400DCFE029C3E842C0,4079,2020-05-20 21:44:00+00,396289,144.9538775,-37.81845592,"Stop 122: Southern Cross Station, Collins Street, Melbourne Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"On the most direct rout from North Melbourne to South Melbourne and surrounding a major public transport hub:
No bike lane
Too much vehicle traffic
Too Narrow
Poor surface
Poor driver behaviour
Car dooring from cars jammed in driving lanes",4,anytime,daily,,very confident,,Angie,,0,2,2,,,,,,,,,,,,,,,,,,
0101000020E6100000792FAD3C37126240CB62073AFF1643C0,4080,2020-05-20 22:32:00+00,396345,144.5692428,-38.1796639,Kate Lockhart,Unsafe Spot,cycling,N/A,No bicycle lanes,"Incomplete or non existent bike lanes, Narrow  rough road shoulders.   it serves a lot of new housing and a major conduit for the community to link to the town centre and rail trail",4,late morning,once week,,somewhat confident,,Kate,,1,0,1,"Graham Andrews: At present, there isn't even a footpath along much of the southern part of Princess Street between Glengarry Court and the rail trail. A bike lane along this part would make the road to the rail trail much safer.",,,,,,,,,,,,,,,,,
0101000020E610000094C217818C1D62406049C9DD2DE342C0,4082,2021-05-20 01:07:00+00,396405,144.9234014,-37.77483723,"215 Ascot Vale Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"Along Ascot Vale Road, there are two car lanes in both directions but zero bicycle lanes. Feels very unsafe with cars driving at speed and merging across lanes. Bicycle lanes are really needed along this road, there is a real lack of safe north-south bicycle routes in this area.",4,anytime,fewtime week,,very confident,,Harry,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000001A65A2AD6F4F62405FCCF9D6453A42C0,4083,2021-05-20 08:04:00+00,396484,146.4823826,-36.45525634,"Snow Road, Markwood Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,The link for the rail trail finishes at Milawa.  Cyclists linking the trail from Beechworth via Everton get caught on the section of Snow Road between Milawa and Markwood have to navigate large logging trucks and high speed vehicles along this section.  ,1,anytime,fewtime week,,somewhat confident,,Tracey,,1,0,1,"Nathan: Agree, this is a very unsafe section, that could easily be fixed with a short extension of the trail.  Would be a huge boost to safe cycle tourism.",,,,,,,,,,,,,,,,,
0101000020E6100000D78F036589206240DE1634464EE442C0,4085,2021-05-20 09:18:00+00,396509,145.0167718,-37.78363874,"Heidelberg Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"Dangerous intersection for cars and bikes. When on a bike riding west on Heidelberg rd. there are usually parked cars on the left, no bike lane and cars try to squeeze past you.",3,morning peak,once week,,very confident,,Ian,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E610000043B170ED1F2262405ABF366EF3F142C0,4086,2021-05-20 09:58:00+00,396526,145.0663974,-37.89024141,"Neerim Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,In the morning riding north the bike lane disappears and it drops to 2 lanes. Very busy and cars turning right into Nerrim Road on the north side of the intersection force cars into the left hand lane to go around them. This puts cars and bikes into the same lane. It's a shame they didn't think about this when the rail bridge went in.,3,morning peak,fewtime week,,very confident,,PD,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E610000065E99ED0464962403632976D8A2F42C0,4087,2021-05-20 10:09:00+00,396530,146.2898944,-36.37141199,"Tone Road, Wangaratta Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,No cycling options. On road with heavy vehicles traveling ~80km/h,4,anytime,daily,,somewhat confident,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000A674FA8B6A216240CE7302A279F942C0,4088,2021-05-20 10:17:00+00,396532,145.0442562,-37.94902444,"Highett Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"Peak hour morning and afternoon, heavy traffic no bike lanes and a Narrow road. Often stop and start with railway boom gates. Big risk of dooring",3,evening peak,fewtime week,,very confident,,PD,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000004772F90FE94E62404BE4E55D331742C0,4089,2021-05-20 10:37:00+00,396541,146.46595,-36.18125509,"Rutherglen - Springhurst Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,I live in Rutherglen & I’m very proud of the Murray to Mountains rail trail section we have (albeit repairs are needed to the surface) between Wahgunyah and Rutherglen. There is no rail trail linking our section to the Wangaratta to Bright M2M section. Locals and tourist visitors are forced to cycle on the Narrow shoulder of C376 or the C375. Connec the rail trail Rutherglen to Wang via springhur ,4,anytime,never,,somewhat confident,,Kellie,https://crowdspot-attachments.s3.amazonaws.com/attachments/spot-396541-RzZvxti.jpg,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E61000000F7052E204486240C9195090543142C0,4091,2021-05-20 12:42:00+00,396609,146.2505962,-36.38539318,"Warby Range Road, Wangaratta Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"This is a very busy road and it's very dangerous to walk or ride along with the amount and speed of cars. The side of the ride drops into a ditch almost immediately so there is little room for cyclists or walkers, many families feel unsafe walking on the road themselves let alone there children. ",4,afternoon,fewtime week,,somewhat confident,,Jen,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000787709F3831C62406DEE222B43E642C0,4092,2021-05-20 12:48:00+00,396613,144.8911071,-37.79892482,Barkley St,Unsafe Spot,cycling,N/A,No bicycle lanes,"The lack of a cycle lane on Barkly St between Gordon and Geelong Rd, particularly at the Geelong Rd / Barkly St intersection which is huge and drivers are often aggressively trying to get through. The cycle lanes from the eastern side of Barkly St should continue on through the section mentioned above. ",3,anytime,once week,,somewhat confident,,Michelle,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E610000060DC572F504962401030044A542E42C0,4094,2021-05-20 12:53:00+00,396619,146.2910382,-36.3619473,"Sandford Road, Wangaratta Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,This road has a very Poor surface and there are no bike lanes along here. ,3,not relevant,once week,,,,Jen,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E610000071A6AE211D226240C2D79D0FCBE042C0,4096,2021-05-20 12:58:00+00,396625,145.0660561,-37.75619693,"Burgundy Street,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,The road is the parked with cars on the side with only one lane for both cars and cyclists. ,4,anytime,fewtime week,,somewhat confident,,Yaqi,,1,0,1,"Jake: Many car doors openning, risking bike riders",,,,,,,,,,,,,,,,,
0101000020E6100000B8713040C74E62406F01F43D1B2A42C0,4097,2021-05-20 13:25:00+00,396662,146.4618226,-36.32895636,"Eldorado Road, Eldorado Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,There is no off road link for school kids to get to both Carraragarmungee Primary School or the Murray to Mountains Rail trail from Eldorado whicg could link the town with Wangaratta,3,not relevant,once month,,very confident,,Melissa,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000D22A44D1CD276240CEB2DDF3B20343C0,4098,2021-05-20 13:49:00+00,396688,145.2438742,-38.0288987,"South Gippsland Highway,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,Very busy road with lots of heavy vehicle traffic and no bike lanes. Missing link in bike lanes/paths between Dandenong and Hampton Park plus surrounding suburbs. ,4,anytime,once month,,somewhat confident,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000006CC60ECF772662408CCB234505EE42C0,4099,2021-05-20 13:59:00+00,396696,145.2021251,-37.85953583,"Burwood Highway,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"A gap in the trail network that has been waiting for a fix for over a decade now. Separate path is supposed to be built on the south side of Burwood Hwy, between the Eastlink Trail bridge over Burwood Hwy and the Dandenong Creek Trail at Morack Rd intersection, but *nothing* is being done about it.",3,anytime,fewtime week,,very confident,,Pete,,1,0,1,"Max: There are plans for construction of an alternate trail along the south side of Burwood Highway.
https://www.vicroads.vic.gov.au/planning-and-projects/melbourne-road-projects/burwood-highway-shared-use-path",,,,,,,,,,,,,,,,,
0101000020E61000009AB745F446216240A33EC91DB6F342C0,4100,2021-05-20 14:13:00+00,396705,145.0399114,-37.90399525,"556-558 North Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,no bike lanes ,4,anytime,fewtime week,,very confident,,,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000E3772EE7AD2162406623A513E8F342C0,4101,2021-05-20 14:16:00+00,396712,145.0524784,-37.90551992,"North Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"no bike lanes, high risk of doing",4,anytime,fewtime week,,very confident,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000DF0F898C58216240D7783C6FDBF142C0,4102,2021-05-20 14:18:00+00,396717,145.0420592,-37.88950911,"Glen Huntly Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"no bike lanes, and lots of people doing iligal u turns and opening doors at weird times ",4,anytime,daily,,very confident,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000AC318DCBDD236240AB638D616BEB42C0,4120,2022-05-20 07:54:00+00,397223,145.1208246,-37.83921451,"Station Street,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"no bike lane, sharp bend",3,morning peak,daily,,very confident,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000001217DBFF5B2362404476D6551EE942C0,4121,2022-05-20 07:57:00+00,397225,145.1049804,-37.82123826,"Hamilton Street,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,Bike lane disappears at the most busy intersection alomg mont albert rd,3,morning peak,fewtime week,,very confident,,,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000ED7D4F515A246240C8D5025ABEDD42C0,4103,2021-05-20 15:51:00+00,396826,145.1360251,-37.73237157,"Main Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,The section between Bolton Street and the roundabout as well as up through Eltham is used by lots of cyclists but there is no provision for riders. Adding a cycle lane from Bolton around to Falkiner Street  to protect cyclists would make it far safer and reduce conflict.,3,anytime,once week,,very confident,,hdb,,1,0,1,"Yes, I agree with this completely. Bolton st has a shared path, and Souter and Falkiner streets are quiet enough to be safe, but the only connection is through the Fitzsimons lane roundabout which is extremely busy, and already dangerous enough in a car.
Adding a bike lane even from Bolton to Souter would be a huge improvement.",,,,,,,,,,,,,,,,,
0101000020E61000001736B9CE7526624071287445C6E142C0,4104,2021-05-20 16:25:00+00,396876,145.2018808,-37.76386326,"Harris Gully Road, Warrandyte South Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"Once again, a popular bike route has absolutely no shoulder or safe space for cyclists. Heavy vehicle traffic moving at speed makes it a really unpleasant place to ride.",4,late morning,once month,,,,hdb,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000006F51C13CFF266240DC65BFEEF4E142C0,4105,2021-05-20 16:30:00+00,396877,145.2186569,-37.76528725,"Knees Road, Warrandyte South Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"I use this route to avoid Harris Gully and it never fails that at least one driver will pass me too closely. There is more than enough space for a 1.5 meter shoulder in both directions which would remove most of the friction points. Once you cross the roundabout at Falconers Road, there seem to be fewer issues with driver behaviour.",3,anytime,once fortnight,,very confident,,hdb,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000008E12AA8A5F1C6240970C95B9D83343C0,4107,2021-05-20 17:00:00+00,396911,144.8866628,-38.40505142,"Boneo Road, Rosebud Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"Being one of the main east-west routes across the Mornington Peninsular, I am surprised that there is no cycleway along this road. ",4,anytime,once fortnight,,very confident,,Graham Andrews,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000EB8B29FD2913624065CF965A8C1843C0,4108,2021-05-20 17:13:00+00,396925,144.5988756,-38.19178326,"Andersons Road, Drysdale Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,This road (Anderson's Road is sometimes popular with cyclists. Perhaps some signs warning of the presence of riders might make it a bit safer.,2,anytime,fewtime week,,very confident,,Graham Andrews,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000048F6FEFDA0C6240251FDC19FDFE42C0,4109,2021-05-20 17:20:00+00,396928,144.4017255,-37.99209903,"Forest Road North, Lara Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,There is no cycleway to the You Yangs State Park from Lara.,3,anytime,once month,,very confident,,Graham Andrews,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000CF76966AF01162401C6DEA76D52043C0,4110,2021-05-20 17:33:00+00,396932,144.5605977,-38.25651442,"Banks Road, Marcus Hill Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"At present, there is no safe north-south cycleway on the Bellarine Peninsular from Portarlington to Ocean Grove/Barwon Heads.",4,anytime,once month,,very confident,,Graham Andrews,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000007EF6C88B71096240664878EFE61F43C0,4111,2021-05-20 17:39:00+00,396939,144.2951106,-38.24923509,"Ghazeepore Road, Freshwater Creek Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,A cycleway from Waurn Ponds to Torquay would be great. And safer than anything now.,4,anytime,once month,,very confident,,Graham Andrews,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000DDA458249CFB6140DC5E775FBAC742C0,4112,2021-05-20 17:46:00+00,396944,143.8628103,-37.56037515,"Mair Street East, Ballarat Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"Vicroads design for reconstruction was to provide bike lanes. Only after construction commenced did they publicly announce dropping of bike lanes completely, citing lack of road width. This is a dishonest approach. Either Vicroads can't use a tape measure, or they were lying from the start. Two-way separated path on north side would have minimised intersection crossings and potential doorings.",4,evening peak,fewtime week,,very confident,,John Barnes,,1,1,2,Sarah K: Bike lanes here are a joke. ,,,,,,,,,,,,,,,,,
0101000020E6100000A0FA07914C1F6240423E4B0468E842C0,4113,2021-05-20 18:38:00+00,396962,144.9780965,-37.81567434,"Wellington Parade, Melbourne Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"The centre lane with its combined straight/turning option leads to motorists trying to race cyclists in the left lane, to squeeze them out merging left to avoid someone waiting to turn right (or as the arrow goes red). Plenty of room on the existing southern path for an offroad bike path. Alternatively a separated lane Jolimont Rd to Spring St. Cars overtake bikes then get stuck in traffic in peak",1,morning peak,daily,,,,,,0,5,5,,,,,,,,,,,,,,,,,,
0101000020E610000019332EC10E1F6240757808E3A7E342C0,4114,2021-05-20 20:19:00+00,397012,144.9705511,-37.778561,"Lygon Street,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,The biCycle lane ends are cyclists are forced into oncoming traffic at the intersection,3,evening peak,daily,,very confident,,David,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E610000073EA14F5131E624070FD68F6C8E442C0,4115,2021-05-20 20:48:00+00,397055,144.9399362,-37.78738289,"Flemington Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"There's a space for the bike lane but no signage for it, so it's not a legal bike lane.",4,anytime,daily,,very confident,,Smith,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000E805E973BF50624042BB5C27A23B42C0,4116,2021-05-20 21:25:00+00,397123,146.5233707,-36.46588604,"Snow Road, Markwood Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,The entire Snow Road would be a remarkable cycling route with attractive destinations and links to the nearby rail trail. However with 100km/h traffic and no bike lane or off road track then most of it is far too dangerous for the average cyclist. The snow road is a cycling opportunity going begging. ,4,anytime,never,,very confident,,Helen ,,1,1,2,Ric: Well said. ,,,,,,,,,,,,,,,,,
0101000020E610000077CB1F1DA82062409D6CFB05D8E742C0,4117,2022-05-20 01:53:00+00,397157,145.0205217,-37.81128001,"Findon Crescent,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,This is a very busy car route and there are No bicycle lanes.  There are very wide footpaths that could accommodate a bike lane.  There is a bike route between Findon Crescent and Stevenson St.  This could be continuous with a bike lane that is off road on the footpath.,1,not relevant,once week,,somewhat confident,,Jane,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000E1606F62884962404AAF51FFEE2D42C0,4118,2022-05-20 07:26:00+00,397208,146.2978985,-36.35885612,"Sisely Avenue, Wangaratta Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,The new upgrade of Sisely Ave has made cycling more difficult along this section of road. Particularly on the southern side of Sisely Ave. It's a poor design which squeezes cyclists far too close to cars and the many trucks which use this section of road. ,4,anytime,daily,,very confident,,Joe,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000E80BC62D8B276240975CBD716F0243C0,4119,2022-05-20 07:37:00+00,397210,145.2357396,-38.01902601,"South Gippsland Highway, Dandenong Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"Very high traffic at times, no shoulder on road or bike lane. Need a link from Dandenong South trail to Hallam Valley Trail",4,afternoon,once month,,very confident,,Robert Wilkinson,,1,0,1,"no access for bikes from Hampton Park, Lynbrook, Cranbourne etc. Vic Roads told me there is a bike path all  the way along here, they have NO CLUE. There is not even a foot path.",,,,,,,,,,,,,,,,,
0101000020E6100000F1E5F4AB6F1D62406D3B0A63CDE542C0,4122,2022-05-20 08:39:00+00,397243,144.9198818,-37.79533041,"Mercantile Parade, Melbourne Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"Generally a quiet area but so many cars use this area to avoid traffic - they “rat run” through the Cresent and Mercantile Pde (from Smithfield road or Kensington road) especially in morning peak which makes it unsafe as there’s no bike lanes and this corner gets especially busy, with bikes and people and cars coming from all directions. Need a way to stop the “rat running”",3,morning peak,daily,,interested concerned,,David,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000DCC24E0CE42962400CBC49C2F4EC42C0,4123,2022-05-20 13:16:00+00,397508,145.3090879,-37.85121945,Mountain Hwy,Unsafe Spot,cycling,N/A,No bicycle lanes,The adjacent path is used by too many pedestrians and 100s of cyclists use this road to access the Dandenongs. Would be great to have a bike lane wide enough to support groups riding side by side here in both directions.,2,anytime,once month,,very confident,,Carson,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000007C462234422762405160E8AE780043C0,4124,2022-05-20 13:24:00+00,397517,145.2268315,-38.00368296,"South Gippsland Highway, Dandenong Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"A disgrace.
No bike lane, no footpaths, no hard shoulder, high speed heavy traffic, and yet this is main access road to industrial estates and then residential suburbs.",4,anytime,never,,somewhat confident,,Peter,,1,2,3,"no access for bikes from Hampton Park, Lynbrook, Cranbourne etc. Vic Roads told me there is a bike path, they have NO CLUE",,,,,,,,,,,,,,,,,
0101000020E6100000D60BF43FEF1F62405AFF9DA3C4E842C0,4125,2022-05-20 15:24:00+00,397616,144.9979553,-37.81850095,"222 Bridge Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,No room for cycles,4,anytime,fewtime week,,very confident,,Zef,,0,2,2,,,,,,,,,,,,,,,,,,
0101000020E61000009D989AA9F5126240AD114571DCCE42C0,4126,2022-05-20 20:58:00+00,397682,144.5924881,-37.61610237,"Gisborne - Melton Road, Toolern Vale Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,"The road has a limit of 100km, single lane and is dangerous for bike riders and walkers as it is. It has large verges on both sides which could easily accommodate safe bike / walking lanes. Children could ride to school at Toolern vale safely , the path would be used to access other services around melton shire such as McPherson park, and would be a great asset to promote and support fitness.",4,evening peak,once week,,somewhat confident,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E610000024B4E55CCA20624058D261F076F342C0,4127,2022-05-20 21:03:00+00,397685,145.0247025,-37.90206723,North Rd,Unsafe Spot,cycling,N/A,No bicycle lanes,Nearly taken out by a car due to no bike lane.  I was too shaky to continue riding well and felt it my responsibility to get off the road.  If you’re not drivers felt the same level of responsibility towards cyclists.  ,4,afternoon,fewtime week,,somewhat confident,,Caroline ,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000585F13888D236240DFF23F9691FB42C0,4128,2023-05-20 03:06:00+00,397716,145.1110268,-37.96538046,"Boundary Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,No bicycle lane on this road and public transportation (bus) that runs on this road is insufficient — there is only one bus service and that bus service only runs on weekdays in the early mornings and late evenings. Safe bicycle path/lane needed or more frequent public transportation options required.,4,anytime,never,,very confident,,,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000C41671F0BB206240144C0C34E5EB42C0,4130,2023-05-20 14:07:00+00,397750,145.0229418,-37.84293223,"Toorak Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,There is no bike lane on Kooyong Road between Dandenong Road and the Main Yarra Trail bike track.  There is a bike lane on the Caulfield side of Dandenong Road on Kooyong Road but then it ends and there is nothing in Malvern.  Riding along Kooyong Road between Dandenong Road and Toorak Road without a bike lane is scary at times especially at the intersections ,3,late morning,fewtime week,,very confident,,Meg,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000008679EAECFF2062403E1227DE1EEC42C0,4131,2023-05-20 14:11:00+00,397751,145.0312409,-37.84469201,"Glenferrie Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,There is no bike lane on Glenferrie Road between Dandenong Road and the Main Yarra Trail bike track.  Riding along Glenferrie Road between Dandenong Road and the entry to the main Yarra trail (between Toorak Road and Riversdale Road) without a bike lane is scary at times especially at the intersections.  Also riding through the shops on Glenferrie Road without a bike lane dooring is an issue,2,late morning,fewtime week,,very confident,,Meg,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E610000025E1E7644E206240F85C1A7D54F142C0,4132,2023-05-20 15:06:00+00,397771,145.0095696,-37.88539089,"Glen Huntly Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,there is not much room and lots of cars turning into side streets and drive ways,3,anytime,daily,,interested concerned,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000A01FA1C141196240C1F4C5F728DD42C0,4133,2023-05-20 16:02:00+00,397773,144.7892769,-37.72781274,"Taylors Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,No bike lane. Wide lane for cars to park are blocked. Cars drive unsafely,4,anytime,fewtime week,,somewhat confident,,,,0,3,3,,,,,,,,,,,,,,,,,,
0101000020E610000034F279C593236240DA61C0500FFB42C0,4134,2023-05-20 20:12:00+00,397787,145.1117885,-37.96140489,"Boundary Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,No bicycle lanes and bicycle paths. Public transportation services are very limited!,4,anytime,never,,very confident,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000005ADCDA1DED1E6240BCF7052EEEDE42C0,4135,2023-05-20 22:13:00+00,397835,144.9664449,-37.74164367,"487 Sydney Road,  Victoria",Unsafe Spot,cycling,N/A,No bicycle lanes,Sydney Road is busy and there is little room for bike riders and cars in the area do not respect the right of bike riders to share the road safely. We need a separate bike lane.,3,morning peak,fewtime week,,somewhat confident,,Meghan,,0,2,2,,,,,,,,,,,,,,,,,,
0101000020E61000000783C6A71B4A6240C2ADF524342E42C0,4795,2022-05-20 07:22:00+00,397207,146.3158759,-36.36096632,"Greta Road, Wangaratta Victoria",Unsafe Spot,cycling,N/A,Other,Blind spot. Needs a mirror so see around a blind spot as one exists from under the bridge. A mirror was there once but has been removed!,3,not relevant,daily,,very confident,,Joe,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E61000006272593B40216240A1822636DDDD42C0,4482,2020-04-20 03:41:00+00,379830,145.0390908,-37.73331334,"Darebin Creek Trail,  Victoria",Unsafe Spot,cycling,N/A,Other,The arch shape of the footbridge is too striking.,2,anytime,once month,,very confident,,Bugster,,1,1,2,"A straight line on the entry would also help, currently you have to negotiate a sharp bend as well as the shape of the bridge.",,,,,,,,,,,,,,,,,
0101000020E6100000596144EC5D1F62401D46B5468CDF42C0,4483,2020-04-20 03:45:00+00,379834,144.9802152,-37.74646839,"Merri Creek Trail,  Victoria",Unsafe Spot,cycling,N/A,Other,"Narrow, swinging bridge",2,anytime,once month,,very confident,,Bugster,,3,9,12,"Will: this bridge is not adequate for cyclists and pedestrians, the hairpin turn on the eastern side is also low visibility and dangerous",Georgie : This bridge is unsafe on the eastern side as there is no visibility of anyone coming down the hill at the merge from the path. There is also not adequate room to dismount (as required) without stopping on a hill in a blind spot. The bridge itself is too Narrow for a person walking with a bike and another person to go past. This section of the Merri creek has not been designed with cyclists in mind and is impractical and dangerous.  ,"Eugene: Dog off lead blocked complete bridge, until the dog was called by the owner",,,,,,,,,,,,,,,
0101000020E610000064A99AC5F0266240CC63288293F042C0,4484,2020-04-20 14:45:00+00,379925,145.2168911,-37.8795016,"Blind Creek Trail,  Victoria",Unsafe Spot,cycling,N/A,Other,"Sharp blind corner is often cut by oncoming cycle and foot traffic. Have seen all ages cut this corner, and have had some very near collisions. Corner is blind due to high fence. Installed Slow signs help, but are often ignored. Recommend adding mirror.",2,anytime,once week,,very confident,,,,0,4,4,,,,,,,,,,,,,,,,,,
0101000020E6100000CF81E50819176240A6A1A1DABBEF42C0,4485,2020-04-20 16:24:00+00,379981,144.721806,-37.87292035,"Federation Trail Skeleton Creek Trail,  Victoria",Unsafe Spot,cycling,N/A,Other,Kids in monkey bikes doing dirt riding (2 bikes),4,afternoon,fewtime week,,interested concerned,,Zack,,0,1,1,,,,,,,,,,,,,,,,,,
